url,title,artist,image_link,publisher,years,description,star,tags
https://music.douban.com/subject/3746394/,徐佳瑩La La首张创作专辑,徐佳莹,https://img3.doubanio.com/view/subject/m/public/s3819180.jpg,亚神音乐,2009/5/29,"　　面對大世界的義無反顧　　越走越勇敢的素人力量　　今週刊：「超級星光大道第三屆冠軍！騎著白馬而來的創作才女，平凡的外貌、身材，卻奪得超級星光大道第一名，掌聲與噓聲並起，原來成名是如此折磨的事！」　　黃韻玲：「我期待再看到一個新的陳綺貞、新的蔡健雅，但是那個人叫作徐佳瑩，她有她自己的名字!」　　「雖然，我說不出幾個和弦名，但也抱著吉他，　　懵懂無知地創作了幾首歌，那是不太學理但發自心裡的聲音，用旋律說的故事。」　　~ 徐佳瑩 LaLa~　　徐佳瑩LaLa 首張創作專輯　　林暐哲、陳建騏、蘇通達重量級製作團隊聯手打造　　10首完整創作 10種記錄生活的方式　　徐佳瑩LaLa首張創作專輯 2009.05.29 正式發行　　她是徐佳瑩, 我們叫她L...",8.2,流行
https://music.douban.com/subject/2044199/,The Best Damn Thing,Avril Lavigne,https://img2.doubanio.com/view/subject/m/public/s2362973.jpg,RCA Records,2007/4/17,　　Avril带着第三张录音室专辑《The Best Damn Thing》回来了，先前已经拿出2首做宣传，Keep Holding On去年上映的电影《龙骑士》特别录制的主题曲和8国语言版的Girlfriend 单曲集，其中包括很有意思的中文版本。整张专集的曲风比起以前更加明快，就连Avril表示新专辑的节奏会比以前的专辑快，因为现在的她有了更多现场演出的经验，“我保证这张专辑更好玩———对歌迷和我本人来说都更好玩。专辑里大概只有三首慢歌。”有些人表示对新专集失望，感觉失去了以前rock特色，太偏流行了，不过对于喜欢的声音，能再听到新专集，已经是一种享受，况且新专确实也很如耳。,7.7,摇滚
https://music.douban.com/subject/1422072/,知足 just my pride 最真杰作选,五月天,https://img9.doubanio.com/view/subject/m/public/s1443616.jpg,滚石,2005/11/18,　　五月天　　出道六年，一直坚信“没有音乐就没有五月天，没有歌迷就没有可以一辈子玩音乐的五月天”！五名大男孩现在好好整理过去六年的音乐历程，预备在音乐历程上重新出发。六年来的精华杰作加上六首新歌，打造出《知足 最真杰作选》。,9.1,摇滚
https://music.douban.com/subject/1394818/,1,The Beatles,https://img1.doubanio.com/view/subject/m/public/s3509238.jpg,Capitol,2000,　　二十世纪最伟大的乐队，二十七首冠军细碟，一次过收录在一张镭射唱片里面！由六三年推出《Please Please Me》到最后一张专辑《Let It Be》，The Beatles只得七年寿命，但却生产了二十七首冠军歌，绝对是前无古人、后无来者。　　当然，如果你已经拥有了《1962-1966》和《1967-1970》两套精选唱片，这张《1》对你的吸引力未必很大，作为一个普通乐迷，已经差不多拥有了最流行的The Beatles作品，不过如果你是忠实的「披头迷」，这张唱片的价钱还是省不了的，因为唱片的小册子印满了每一张细碟的原装封套，无论是英国版、美国版、法国版或日本版均一并印载，仿如一本迷你的The Beatles细碟全书。　　况且《1962-1966》和《1967-1970》都是双唱片集，而各自收录的歌曲亦只是廿多首，相比之下，...,9.4,摇滚
https://music.douban.com/subject/3222423/,魔杰座,周杰伦,https://img2.doubanio.com/view/subject/m/public/s3292023.jpg,新力博德曼,2008/10/9,　　周杰伦2008年最新魔幻杰作“魔杰座”魔术师与小丑的顶尖对决 周杰伦粉墨登场秀时尚版“烟熏小丑妆”9/24预购起跑 12款“魔杰桌历”迎2009 “魔杰方块”等歌迷挑战　　近来不断深入钻研魔术的周杰伦，已经预言了自己的新专辑将与魔术有关，即将在10月9日推出个人第九张专辑“魔杰座”！本是摩羯座的周杰伦，以音符和创意，变出星空中的新星座“魔杰座”，这个令星座专家摸不透的神秘星座，形状有时是扑克牌上的骑士，有时又变成鬼牌上的小丑，变换不同的形体和曲风，在新专辑的预购海报设计上就以扑克牌的设计概念，呈现出魔术师与小丑的顶尖对决！　　这款以黑桃J扑克牌设计的海报一曝光就令人觉得相当有趣，象征周杰伦的音乐蕴含无限变化的可能，有时像魔术师一样，对自己的音乐精益求精，给人神秘莫测的印象，有时创作又很天马行空，如小丑般逗趣诙谐，而以“扑克牌”...,6.9,流行
https://music.douban.com/subject/1394600/,X&Y,Coldplay,https://img3.doubanio.com/view/subject/m/public/s1400630.jpg,Capitol,2005/6/7,　　4座葛莱美奖、4座全英音乐奖和两张专辑累积全球销售1700万张！　　Coldplay酷玩乐队最新大碟X&Y《XY密码》！　　主打歌曲：《Speed Of Sound》首播后成为全世界15个电台频道的热点金曲榜首　　《X&Y》是一张很大气的作品，歌曲的包容面很广，音乐有时安静沉潜，有时又营造出宏观且涵盖多重层次的声音，这样阔气的音乐架构为Coldplay开创出了新的畛域。歌词内容也涉及到一些范围较大的主题，像是生与死、爱与失去、拥抱世界等等主题，其中也谈到了要接受一些事情永远都没有完整答案的现实：“在数学的领域里，X和Y经常是答案的代号，但是在生活里没有人能有确实的答案。”Chris表示，“对我而言，这张专辑就是在讲那些无解的问题，还有你要怎么接受你不能解出所有未知变项的现实。”　　这张唱片中的Coldpla...,8.4,摇滚
https://music.douban.com/subject/2347182/,19,Adele,https://img2.doubanio.com/view/subject/m/public/s2841982.jpg,Xl Recordings UK,2008/1/28,　　不论中外，吉他唱作人路线有如历久不衰依然受尽青睐，近年他方的英国陆续有不少新鲜上阵的唱作型女歌手，今次有被誉为“新Amy Winehouse”的Adele。年仅19岁的Adele生於英国Tottenham，自幼受爵士乐薰陶，如Ella Fitzgerald和Etta Jame都是她陪伴她成长的“音乐老师”。早于14岁已开始作曲，及后毕业于著名表演艺术学府BRIT School，亦即于Kate Nash、Amy Winehouse和Katie Melua等人份属校友。毕业后曾跟随不少音乐人作巡演乐手，如Jamie T、Amos Lee和Keren Ann等。　　07年底分别推出了两张细碟《Hometown Glory》和《Chasing Pavements》，直至本月底首张专辑《19》才上市。尽管年纪轻轻，但她的唱腔并不幼嫩，混合骚灵的技...,8.3,放克/灵歌/R&B
https://music.douban.com/subject/1408748/,时光机,五月天,https://img9.doubanio.com/view/subject/m/public/s4718016.jpg,滚石唱片,2003/11/11,　　五月天终于复出后，大张旗鼓进军全亚洲。摇滚第一天团“五月天”自成军以来，每张专辑都造成轰动，他们的歌是从8 岁到80 岁都能朗朗上口。如今由五月天自己制作词曲，编曲及演奏，这张最新专辑释放出他们两年音乐能源，并同时展开轰轰烈烈的台湾中南部巡回演唱会之旅，让你抓住二十一世纪最炽热的摇滚之声。　　　　五月天这张新专辑，加入许多新的音乐元素，《武装》与《I am strong》（阿姆斯壮）让人看到五月天的音乐企图。　　　　最新主打歌“赌神”，是主音阿信的作品，因歌词中写着“一念之差，决定你一生传奇或一身烂泥”，而被片商看中，成为电影《28天毁灭倒数》（２８days later）的主题曲，更出资百万为“赌神”拍MV。五月天表示，人生就像这首歌一样，一念之差，你可以成为“传奇”，也可以变成“烂泥”，看的就是自己的选择...,9,摇滚
https://music.douban.com/subject/1405022/,Yan Zi,孙燕姿,https://img3.doubanio.com/view/subject/m/public/s4067651.jpg,华纳唱片,2000/6/8,"　　来自新加坡的孙燕姿是华纳唱片2000年力捧的新人,第一张同名专辑是由两对双胞胎:新加坡的李偲菘、李伟菘以及台湾的包小松、包小柏共同制作完成,可说是唱片史上的首例！　　而在这两对双胞胎制作人的严格磨炼下,原本歌声就天赋异禀的孙燕姿更被激发出超乎新人的歌唱实力。　　第一波主打歌「天黑黑」,光听歌名就令人印象深刻,这首歌是偲菘为孙燕姿量身打造的歌曲,意图在歌曲中引用一段老歌曲调来强调孙燕姿特殊的声音与唱腔,再加上台语歌词的穿插,创造出另一种兼具现代感的「天黑黑」,也让听过的人都对孙燕姿的好歌声赞不绝口。　　第二波主打「爱情证书」则是一首孙燕姿以新人身份挑战所有歌坛前辈的第一首自选曲,也是华纳国际开放两年来,终于等到的超级好歌。在弥漫一片漂亮女生新人的流行乐坛中,孙燕姿的美声新碟令人期待。",9,流行
https://music.douban.com/subject/4706451/,Time Flies,陈奕迅,https://img2.doubanio.com/view/subject/m/public/s4217513.jpg,新藝寶,2010/3/12,　　香港乐坛天王陈奕迅在3月再踏红馆，举行18场《DUO 陈奕迅2010演唱会》，门票销情热烈并再度加场。在个唱之前，Eason 特别推出最新迷你广东大碟《Time Flies》，表达出人随着长大而对时间流逝的感慨，再与合作无间的黄伟文再次打造“无人之境”和“陀飞轮”。近年来备受绯闻困扰的Eason，藉着“无人之境”唱出偷欢者的心声，“陀飞轮”则是刻划他的人生历程之作。碟内并收录了Eason代言连锁快餐店2010主题曲“心腹”。　　随碟附上全六首新曲MV。为了“无人之境”配合无重空间，Eason 在低温下特别在水中唱歌并拍摄MV。至于“陀飞轮”MV，则有超人、太空人、小丑、兔仔等助阵，令 MV 充满童年趣味。　　肆意跳唱 肆意纵情　　口没“歌”栏 唱出七情六欲　　Eason Chan陈奕迅　　2010...,8.7,流行
https://music.douban.com/subject/3143363/,失败者的飞翔,陈绮贞,https://img1.doubanio.com/view/subject/m/public/s3164468.jpg,亚神音乐,2008/7/13,　　"08"年春天我对这首歌有了新的想法，我用我第一把Gibson吉他和尘封一段时间的手风琴，重新编了一个版本，希望用音乐展开一幅辽阔的图画，期待这段时间遇到的，自觉不被拥抱的人 失去归所的人，脚踏实地却也渴望飞的人，都在这幅画里被接受了"　　陈绮贞 第五张独立单曲 失败者的飞翔　　献给 所有自觉不被拥抱的人、失去归所的人、脚踏实地却也渴望飞的人　　陈绮贞观点的 现代都市生活浮世绘　　当你疯狂地追求别人所定义的成功 或许真正需要的 只是一个穿越距离的拥抱...　　拥抱 也许是 一个眼神 或者只是一首理解你的歌　　这是陈绮贞的第五张单曲，一幅现代都市生活的浮世绘。　　一次陈绮贞在台北的小巷间和朋友散步聊天有感而发，之后在哈尔滨的饭店创作完成。　　绮贞说:[ 在充满生存议题的...,8.6,流行
https://music.douban.com/subject/6722110/,My Love,田馥甄,https://img3.doubanio.com/view/subject/m/public/s6884320.jpg,华研唱片,2011/9/2,　　◎ 心在爱里 爱在歌里 歌要唱进你心里　　田馥甄第二张个人专辑「My Love」　　8/17开始预购 9/2正式发行　　预购加赠 田馥甄独一无二My Love田心Logo环保袋　　爱地球，从心开始　　◎ 华语歌坛创作才女才子大集合 展现新天后歌唱实力　　陈珊妮、张悬、陈绮贞、青峰、李格弟、马毓芬、钟成虎、王治平、吕祯晃、　　郭文宗、陈小霞、姚若龙、徐世珍、施人诚、郑楠、黄淑惠、蓝小邪、张简君伟...　　华语乐坛指标性创作才子才女 + 华研唱片顶尖团队 + 华语乐坛金牌制作人，完美阵容倾力打造好音乐！　　抢听大会大获好评，田馥甄田词创作「要说什么」，不多说只想好好唱歌；　　青峰词曲打造，田馥甄送给Selina的一首歌「你」，不怕不哭温暖动人！<br/...,8,流行
https://music.douban.com/subject/1891318/,亲亲,梁静茹,https://img1.doubanio.com/view/subject/m/public/s1876827.jpg,滚石,2006/10/6,　　心碎而甜蜜…小事却永恒…一秒就一生…　　内建12首我们恋爱史上最永恒的小事情歌　　全世界有一万种发音说“我爱你”　　每个人内心却只有一种回答叫：梁静茹　　★爱的复活节 第一酸甜主打[亲亲]→五月天怪兽作曲制作/同时甜蜜与心碎的初恋国歌　　★爱的随身碟 第一日光主打[暖暖]→金曲奖最佳作词李焯雄创造2006冬天版[宁夏]/最想去的地方，是可以感受你的温度的任何地方　　★爱的记忆体 第一失恋主打[失忆]→周杰伦罕见词曲连体创作/五月天玛莎挑战制作双人摇滚梦，只有梁静茹才唱得够味的“非JAY式却超JAY式情歌”　　★爱的永备电池 五月天阿信诗词主打[可乐戒指]+陈绮真作词主打[小手拉大手]+FISH词曲处女创作[序]+梁静茹第一首闽南语K歌[憨过头]　　⊙青苹果香的第一口青...,8.1,流行
https://music.douban.com/subject/1769327/,你王菲所以我王菲,王菲,https://img1.doubanio.com/view/subject/m/public/s2951748.jpg,EMI百代,2002,　　当今华语乐坛谁能引领潮流？谁能坚持自我？谁能话题不断？谁能人气不坠？谁能叱咤亚洲？谁能征服日本？唯一共同的答案只有一个，只有王菲！2002 流行乐界第一件菲同小可的大事，就是华人天后王菲将于3月5日推出她加盟EMI以来首张世纪精选辑。　　《你王菲所以我王菲》网罗王菲5年来在EMI所推出的5张冠军专辑《王菲》、《唱游》、《只爱陌生人》、《寓言》、《流年》中最精彩的24首代表作品，以双CD的豪华版推出。虽然过去市场上出现过许多王菲炒冷饭的合辑，但是让王菲能全才发挥，尽情挥洒做属于自己的菲式音乐风格，是在加盟EMI之后才真正锋芒毕露的。　　在这张独一无二的精选中，你可以一次拥有抒情的“我也不想这样”、摇滚的“闷”、实验的“脸”、流行的“当时的月亮”、电子的“香奈儿”、俏皮的“只爱陌生人”、前卫的“开到荼靡”…16首国语经典+8首粤语...,9.4,流行
https://music.douban.com/subject/6082657/,Stranger Under My Skin,陈奕迅,https://img3.doubanio.com/view/subject/m/public/s4644120.jpg,新艺宝,2011/2/22,　　超脱俗世品嚐气氛后　　陈奕迅交出审视自我另一面之作　　《STRANGER UNDER MY SKIN》 情绪暗潮触动　　季节限定〈My private Christmas song〉　　再次在圣诞安抚寂寞人心　　广东主打曲〈苦瓜〉唱出成长路历苦嚐甘　　新碟加码注入与王菲合唱作品〈因为爱情〉震动全球乐迷　　2011 陈奕迅要你重新爱上 最熟悉的陌生人　　2010年于一众乐坛颁奖礼上横扫歌曲歌手奖的陈奕迅Eason实力再见一班，其努力不懈献身音乐的个性更令所有乐迷激赏。在漂亮的成绩表鼓励下，Eason亳不松懈，踏入2011年之初便推出全新广东EP《Stranger under my skin》，继季节限定的〈My private Christmas song〉后，主打歌〈...,8.6,流行
https://music.douban.com/subject/1394747/,Come Away with Me,Norah Jones,https://img9.doubanio.com/view/subject/m/public/s3845165.jpg,Blue Note Records,2002,"　　It is not just the timbre of Norah Jones's voice that is mature beyond her 22 years. Her assured phrasing and precise time are more often found in older singers as well. She is instantly recognizable, blending shades of Billie Holiday and Nina Simone without sounding like anyone but herself. Any way you slice it, she is a singer to be reckoned with. Her readings of the Hank W...",8.8,爵士
https://music.douban.com/subject/25927970/,平凡之路,朴树,https://img1.doubanio.com/view/subject/m/public/s27326029.jpg,华谊,2014/7/16,　　十年平凡之路 朴树后会有期　　我曾经跨过山和大海　　也穿过人山人海　　我曾经拥有着一切　　转眼都飘散如烟　　「我们在跌宕不凡的人生路上　　寻找静谧平凡」　　从2003年《生如夏花》专辑盛誉之后，朴树鲜有新作，做为华语乐坛为数不多值得期待的音乐人，2014年7月，他以韩寒电影《后会无期》主题歌的方式送出《平凡之路》。　　《平凡之路》缘自朴树正在准备的全新专辑，也缘自韩寒的诚意相邀。一首尚未完成的Demo，一个轻茶浅谈的下午，一份惺惺相惜的如水之交，加上工作室里反复调整、录音棚中数次较劲，终于在最后的交歌时间，呈上这首不平凡的《平凡之路》。　　在朴树的音乐面前，文字描述已无足轻重，前奏响起， 歌声唱起，，“徘徊着的，在路上的，你要走吗，易碎的，骄傲着，那也曾是我...,8.9,原声
https://music.douban.com/subject/2052256/,认了吧,陈奕迅,https://img1.doubanio.com/view/subject/m/public/s3947069.jpg,新藝寶,2007/4/24,　　陳奕迅的演唱會唱片《Get a Life Live》在2006年度IFPI香港唱片銷量大獎奪得「最高銷量廣東唱片獎」，2007年，Eason延續上年《What's Going On...?》廣東大碟中的強勢，推出國語大碟《認了吧》，碟內特別改編了多首大熱的粵語歌為國語主打，包括︰「煙味」(裙下之臣)、「愛情轉移」(富士山下)、「月黑風高」(黑擇明)和「紅玫瑰」(白玫瑰)。　　多年前憑《Special Thanks To...》而勇奪台灣金曲獎歌王的陳奕迅，去年發行的《怎麼 樣》大獲好評，今年在新碟更找來周杰倫譜曲作詞且度身打造國語主打歌「淘汰」，此外，香港版特別收錄Bonus Track廣東新歌「月球上的人」。,8.7,流行
https://music.douban.com/subject/3533452/,21st Century Breakdown,Green Day,https://img9.doubanio.com/view/subject/m/public/s3727625.jpg,Reprise Records,2009/5/15,　　Green Day 时隔5年新作《21st Century Breakdown》，花费三年多的制作，朋克歌剧风格，叙事体裁，他们颠覆一切、他们野心勃勃，他们就是这个世界。　　【专辑背景】　　2004年的“朋克歌剧”《American Idiot》为绿日乐队（Green Day）赢得两座“格莱美”大奖，并让乐队一跃成为世界一线乐队。2009年乐队改换制作人请来Garbage 乐队的鼓手Butch Vig担当制作，虽然改换制作人但新专辑依然延续《American Idiot》的概念之路，以年轻夫妻Christian 和Gloria为主角，《21st Century Breakdown》共分三幕，“Heroes and Cons”、“Charlatans and Saints”和 “Horseshoes and Handgrenad...,8.5,摇滚
https://music.douban.com/subject/11027027/,神的游戏,張懸,https://img1.doubanio.com/view/subject/m/public/s11174008.jpg,索尼音乐,2012/8/10,　　緣份是神，遊戲，是我們。　　神的遊戲games we play　　張懸作品_2012　　2012年盛夏，最令人期待的專輯之一。張懸最新作品『神的遊戲』，詞、曲、編曲、製作全由張懸傾注心血完成。風格獨到的音樂與觀點細膩的文字，第一次聆聽就被深深吸引，這張專輯卻同樣直指人生各種境地，在時光與反覆中將依舊無限耐人尋味。一如張懸歷來作品的展現，此刻交出的這張作品，總括張懸三年以來個人生活的累積心得，既安穩的平心靜氣娓娓道來，又蓄勢著蘊涵為未來將要展開的行動預備新能量。　　張懸將最新作品定名為『神的遊戲』。當中，「神」，指的是人與人之間流動的緣份。人類同世間萬物何其渺小，卻因緣份之故，巧妙帶領著我們在某一時來到某一地與某一人從某一事，互動間傳遞的訊息不只是語言文字，還有能量交遞在為彼此下一刻的前往下一處與下一人做串聯...,8.7,流行
https://music.douban.com/subject/1394808/,唱游,王菲,https://img9.doubanio.com/view/subject/m/public/s2749634.jpg,EMI,1998,　　《唱游》是第一张“HDCD”华语专辑，所以，也是华语流行音乐的新纪录！对于王菲的音乐，大家一直充满了期待，这一次王菲要给我们什幺？但是，我们深深知道，曲风、音色、唱腔……等的改变、尝试或创新，都还是后话；因为对于整个音乐本质的改进，才是根本提升音乐的第一步。所以，王菲的《唱游》，就是竖立新音乐标准的新尝试，也不负一整年的期待。“HDCD”是这张专辑的第一个大礼。　　《唱游》是华语流行音乐市场第一张采取“HDCD”的编码录音专辑。目前全世界只有古典唱片或少数讲究真实、立体、层次极饱满的发烧片，才是以“HDCD”方式编译录制完成。而王菲一直是华人音乐的骄傲，也是这张专辑所被赋予的一种使命感。相信也是值得大家鼓励的，在聆听的过程，希望也让大家耳目一新。　　如果用心听，在这张精致的编曲，非但感到丰富的音乐，还有层次的立体感，更重要的是...,9.2,流行
https://music.douban.com/subject/1403802/,恋爱的力量,梁静茹,https://img1.doubanio.com/view/subject/m/public/s1412559.jpg,江西文化音像出版社,2003年3月,　　梁静茹恋爱的力量the power of love songs 力大无穷的恋爱，我们一定要以永远为前提坚持下去。一张静茹，成功十个爱情。五年静茹，完美无数爱情。精选静茹，力量无上限，爱情无上限。　　谁不想谈恋爱，谁不要为了幸福勇往直前，现在我们蓄势待发，因为梁静茹首张新歌加精选情歌全纪录‘恋爱的力量’就要发行，加油我们已经欲振乏力的爱情，让我们在爱情里头更加，力大无穷。　　2003年11月22日，恋爱的力量已经准备好了。　　静茹的恋爱力量　　◎新歌精挑细选，力求尽善尽美。　　不同于其他歌手三年甚至两张专辑就发精选辑，这张精选辑让我们等了五年，总算要发行；从挑歌到选歌，静茹都积极参予，也慢慢整理出自己的想法，明了到简单跟动人的旋律才是感人最重要的两个关键。　　静茹开始想要尝试新的歌型，不再...,8.9,流行
https://music.douban.com/subject/1394569/,Suede,Suede,https://img9.doubanio.com/view/subject/m/public/s1496506.jpg,Nude Records,1993,"　　Suede is the debut album by English alternative rock band Suede, released in March 1993 on Nude Records. At the time the fastest-selling debut album in British history, Suede debuted at the top of the UK Album Chart, won the 1993 Mercury Music Prize, and is often credited with starting the Britpop movement. The sound of the album has been compared to The Smiths and the early ...",8.9,摇滚
https://music.douban.com/subject/1394652/,The Bends,Radiohead,https://img1.doubanio.com/view/subject/m/public/s4713649.jpg,Capitol,1995,"　　Radiohead的处女作《Pablo Honey》虽然十分出色，但现在看来它更像是乐队在为这一张更加舒展的经典《The Bends》所做的准备，热身。同《Pablo Honey》一样，这张唱片的整体音乐构架仍然是建立在不断回旋缭绕的吉他声音之上，三把吉他共同奏出的断断续续的旋律不仅仅是唱片中最为精彩的部分，同时也成为了Radiohead的音乐标志。这种用最传统的乐器所奏出来的不同声响在听觉上创造了一种有力的回馈，它将听者的欲望和痛苦共同挖掘了出来。同时从某种程度上说《The Bends》又是一张深受前人影响的摇滚专辑，偶尔从唱片中你会发现U2,Pink Floyd,R.E.M甚至是The Pixies的影子，但是Radiohead将前人的音乐手法用不同的音乐气质进行了一个极为另类的演绎--专辑中的音乐极具空间感，却并不像Pink Floyd蒙胧...",9.1,摇滚
https://music.douban.com/subject/1462686/,琵琶相,林海,https://img2.doubanio.com/view/subject/m/public/s4716282.jpg,風潮有聲出版有限公司,2004,"　　全方位才子林海颠覆琵琶, 震撼乐坛划时代作品。12首现代精致创作，融合非洲节奏、蒙古长调、地方民歌、纯人声伴奏，展现琵琶万千风情。　　　　两岸最受瞩目钢琴才子的林海，乐评人说他是个右手东方、左手西方的天才音乐家，有着萧邦的气质，德布西的慵懒与优雅，以及具有George Winston亲和而强烈的旋律性，和Keith Jarrett 丰富而充满想象的思考性。他二十岁从全国竞赛中脱颖而出，代表中国参加美国范·克莱本（VAN CLIBURN） 钢琴大赛，成为有史以来首位入围准决赛的中国人。1992年，林海从中央音乐学院毕业，游弋于古典、New Age、现代、爵士多风格之间，琴音流露出干净、空灵、温暖、恬静、自然的况味。　　　　琵琵手蒋彦，1979年生，山东省济南市人，5岁开始随方锦龙老师、葛羽环老师学习琵...",9.3,轻音乐
https://music.douban.com/subject/6903119/,？,陈奕迅,https://img1.doubanio.com/view/subject/m/public/s6988468.jpg,环球,2011/11/11,　　人生历练越多，脑里问号亦增多。面对百般人性的问题，你会作出怎样的答案？陈奕迅最新国语专辑《陈奕迅2011国语专辑》，代入不同的角色，游走说唱人生不同面。首支派台歌〈张氏情歌〉（粤）的声嘶力竭情感泛滥；到第二派台作品〈看穿〉（国）以旁观者角度分析诸君面孔，都令你我从新探讨人性，研究各色情绪。不是要分辨黑白推翻丑美，却是要领略喜恶贪嗔痴的、人类独有的复杂情感机能。　　　　此张国语专辑，找来华语乐坛顶尖音乐人合作，包括方大同、蓝又时、陈奂仁、陈小霞、叶广权等制作。10首国语曲、加上2首广东歌及1首英文歌，交织成令人回味的《陈奕迅2011国语专辑》。答案如何？让陈奕迅带你一起开发。,8,流行
https://music.douban.com/subject/2154228/,少年故事,彭坦,https://img9.doubanio.com/view/subject/m/public/s2616115.jpg,太合麦田,2007/7/23,"　　当年，一盘崔健的磁带让那个武汉的街边少年走上音乐之路。　　今天，彭坦带着他执着的梦想、微笑和音乐回到我们身边。　　前达达乐队主唱彭坦带着执着的音乐梦想重回大众视线,单飞后签约太合麦田唱片公司的彭坦，推出新专辑《少年故事》。　　在初夏午后鲜嫩耀眼的逆光中，一个模糊的身影向你我缓缓走来。恍惚中，似曾相识的微笑，我周身一紧。在心里某一个特殊的角落里，对面的他，正将我们不曾相见又无法联络时发生的“少年故事”，娓娓道来。　　达达乐队解散恰逢乐坛乱世的开始，彭坦在万众瞩目下悄然转身，走进曾经熟悉的那片麦田，将自己深藏起来，任由娱乐天空风云变幻，却已与之无关。三年后的夏天，那个历经了种种跌宕起伏的青葱少年，重返乐坛。在依旧明媚的笑容背后是更加温和而清澈的目光。　　然而，我们身处的环境早已时过尽迁，记忆中那阳光灿...",8,流行
https://music.douban.com/subject/1923738/,黑暗之光,雷光夏,https://img2.doubanio.com/view/subject/m/public/s1960062.jpg,Sony Music,2006/12/1,　　雷光夏全心创作，无法克制的抒情时刻。　　距离中的深深凝望；轻轻歌唱…　　冷酷实境里，温暖的那道光！　　‘黑暗之光’，主题回归到旋律及歌词的本身，基调是温暖。这些打破了时间，空间，角色，剧情的逻辑性，随性地由深刻记忆中自然凝结而成的每一首歌曲，都是光夏真实的生活电影配乐。　　从蚌壳里吐出的海市蜃楼，是谁短暂的美梦　　打开的旅行箱里摆放着钢琴，鼓棒，老照片和一片雨云　　接着那个小孩准备要离开黑暗的海边了　　只要相信 不顾一切地相信　　冷酷实境里 就有温暖的那道光　　All Lyrics And Music Composed By Summer　　★ 我的80年代　　“唱这首歌，好像可以再一次回到那里…快乐的高中时代，想找回同龄的朋友们：以前我...,8.8,民谣
https://music.douban.com/subject/1419831/,我要我们在一起,范晓萱,https://img3.doubanio.com/view/subject/m/public/s1432740.jpg,福茂唱片,1999/11/1,　　看不见 不代表不能体会　　看不见 不表示不在这个世界　　看不见 其实更有感觉　　看不见 才能听得更纯粹　　把灯关掉 将控制音乐大小的旋钮调到适当的位置 用没有防备的耳朵 进入范晓萱　　感受范晓萱式的音乐 体验22岁范晓萱式呼吸与浪漫　　你就会发现 原来贪新没有年龄的限制　　而你要的新 一直和范晓萱在一起,8.7,流行
https://music.douban.com/subject/1419375/,人生海海,五月天,https://img1.doubanio.com/view/subject/m/public/s1945209.jpg,滚石,2001/7/6,　　台湾第三张，五月天火热大挑战全世界最热的夏天！　　12首不许错过五月天词曲＋编曲＋演奏＋演唱＋合声＋制作的青春全纪录！　　五月天的人生态度在这张专辑完全表露无遗，《人生海海》也许不知道明天会如何，却不放弃勇敢向前。专辑将触角和格局放大，从生活中体会遭逢挫折和困难的傍徨，五月天以歌给予大家力量！希望以积极乐观的态度去面对困境与成长。,9.2,摇滚
https://music.douban.com/subject/3021469/,Maybe I'm Dreaming,Owl City,https://img3.doubanio.com/view/subject/m/public/s3409351.jpg,Universal Republic,2008/3/18,　　2008年3月18日，Owl City第二张专辑《Maybe I’m Dreaming》问世。梦幻的标题，简洁的封面，如同糖衣包裹的声线和旋律，在这个春暖花开的季节再次捎来令人欣喜的清新气息。曲风是Electronica和Pop的完美融合，似乎又有一点Indie Rock的味道。饶有趣味的歌词有如抒情诗一般的迷人魅力，又颇具美学的魔力。你会惊叹于冰冷的键盘上怎能滑落如此圆润的音符，电子元素的巧妙运用使得整张专辑饱满而不失利落，跃动着生机盎然的温情。Adam Young在他的MySpace上写到，由于失眠的缘故，大部分歌曲都是在凌晨的时候制作出来的。清晨的第一滴露水和青草的芳香，已无形地渗透到Owl City的音乐里，自然灵动的氛围贯穿其中。《The Saltwater Room》和《Air Traffic》后半段出现的女声好像奶油一样，甜甜的与曲...,8.4,流行
https://music.douban.com/subject/3435496/,工体东路没有人,李志,https://img3.doubanio.com/view/subject/m/public/s26537631.jpg,MicroMu,2009/1/22,　　本专辑网络发行免费下载地址：　　http://www.micromu.com/blog/845　　艺术家：李志　　专辑：《工体东路没有人》　　厂牌：MicroMu　　编号：MMDLLP012 (录音版权所有：MicroMu厂牌/红T音乐）　　录音时间：2009年01月11日 9PM - 11PM　　录音地点：愚公移山　　制作人：杨杰（茄子），MicroMu　　录音师：杨杰（茄子）　　混音及母带处理：杨杰（茄子）　　MicroMu音乐厂牌录制，制作音乐，并通过 www.micromu.com 以免费下载的方式发行我们自己制作的这些音乐。我们统计下载数量，并通过网站的赞助分成支付音乐人版税。所以，请不要把MicroMu的音乐转传至网盘或p2p...,9,民谣
https://music.douban.com/subject/1401365/,Let It Be,The Beatles,https://img9.doubanio.com/view/subject/m/public/s1410146.jpg,Capitol,1990/10/25,"　　Digitally remastered digipak edition of this classic 1970 album from The Beatles featuring 'The Long And Winding Road', 'Across The Universe', 'Let It Be', 'Get Back' and many more. The album has been remastered at Abbey Road Studios in London utilizing state of the art recording technology alongside vintage studio equipment, carefully maintaining the authenticity and integri...",9.3,摇滚
